Rudy Gay,TOT,26,75,2687,15.6,.494,.208,.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,0.1,3.9,4.0,.072,-0.5,0.9,0.5,1.7
Alonzo Gee,CLE,25,82,2541,10.5,.505,.294,.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,.036,-1.4,-0.1,-1.5,0.3
Mickael Gelabale,MIN,29,36,644,11.8,.605,.374,.173,5.5,12.3,8.8,6.4,1.3,0.5,9.7,11.5,1.0,0.5,1.5,.114,-0.1,0.0,-0.1,0.3
Paul George,IND,22,79,2972,16.8,.531,.399,.233,3.4,19.0,11.3,19.6,2.6,1.3,15.2,23.5,2.7,6.3,9.0,.145,1.8,2.9,4.7,5.0
Daniel Gibson,CLE,26,46,919,7.7,.475,.660,.150,0.6,7.3,3.8,13.4,1.7,0.4,10.5,14.3,0.3,0.2,0.5,.026,-1.1,-2.3,-3.4,-0.3
Taj Gibson,CHI,27,65,1459,14.4,.518,.009,.297,9.7,17.5,13.6,7.1,1.0,4.7,13.2,18.1,1.0,2.3,3.3,.109,-2.6,2.1,-0.5,0.5
Manu Ginobili,SAS,35,60,1393,19.0,.560,.436,.382,2.6,13.4,8.3,30.6,2.9,0.7,17.3,25.2,2.1,2.4,4.5,.155,2.8,1.0,3.7,2.0
Drew Gooden,MIL,31,16,151,7.7,.382,.082,.262,8.9,13.3,11.0,6.1,1.7,2.9,11.7,22.2,-0.3,0.2,-0.1,-0.034,-6.5,-0.7,-7.2,-0.2
Ben Gordon,CHA,29,75,1560,12.7,.515,.384,.167,1.3,8.5,4.8,17.6,1.2,0.8,14.3,27.8,-0.4,-0.2,-0.6,-0.018,-0.4,-4.7,-5.1,-1.2
Eric Gordon,NOH,24,42,1264,15.4,.523,.296,.380,0.9,6.4,3.6,19.3,1.9,0.5,14.6,29.4,0.8,0.3,1.1,.042,0.8,-3.3,-2.6,-0.2
Marcin Gortat,PHO,28,61,1876,15.4,.543,.005,.244,7.6,24.0,15.6,6.5,1.1,3.9,13.6,17.2,1.3,2.1,3.4,.086,-2.4,1.8,-0.6,0.7
Andrew Goudelock,LAL,24,1,6,-6.4,.000,.000,.000,18.9,0.0,9.2,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,-0.264,-12.2,-5.8,-18.0,0.0
Danny Granger,IND,29,5,74,4.0,.350,.286,.229,4.6,8.9,6.8,6.9,1.4,1.0,9.4,26.2,-0.2,0.1,-0.1,-0.075,-7.2,-2.4,-9.6,-0.1
Aaron Gray,TOR,28,42,513,9.0,.544,.000,.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,.050,-3.0,0.1,-2.9,-0.1
Danny Green,SAS,25,80,2201,14.1,.600,.623,.119,2.0,10.3,6.4,9.5,2.1,1.8,11.9,16.6,2.6,3.2,5.9,.128,2.0,1.3,3.3,2.9
Draymond Green,GSW,22,79,1061,7.1,.404,.261,.214,6.2,20.3,13.5,7.0,2.0,1.8,15.4,14.0,-0.9,1.6,0.6,.028,-4.8,1.7,-3.1,-0.3
Gerald Green,IND,27,60,1080,9.9,.465,.443,.153,3.3,11.1,7.3,7.9,0.9,1.6,10.5,21.3,-0.3,1.5,1.3,.056,-2.6,-0.9,-3.5,-0.4
Jeff Green,BOS,26,81,2252,15.0,.561,.226,.329,3.0,13.4,8.3,9.6,1.3,2.4,12.5,22.2,1.9,2.8,4.7,.099,-0.9,0.1,-0.8,0.7
Willie Green,LAC,31,72,1188,11.8,.562,.430,.083,1.7,7.9,4.9,7.1,1.3,0.8,7.2,16.6,1.7,0.9,2.5,.103,0.3,-1.8,-1.5,0.2
Blake Griffin,LAC,23,80,2598,22.4,.572,.026,.397,8.7,21.5,15.2,19.9,2.0,1.6,12.8,25.4,6.8,3.9,10.6,.196,2.9,1.9,4.8,4.5
Hamed Haddadi,TOT,27,30,322,10.2,.447,.000,.329,15.0,24.7,19.8,5.7,1.0,6.4,24.8,17.4,-0.4,0.5,0.1,.010,-6.2,2.5,-3.7,-0.1
Jordan Hamilton,DEN,22,40,397,16.9,.490,.363,.129,9.2,17.4,13.4,9.2,1.9,1.6,8.2,25.3,0.4,0.5,0.8,.100,0.6,-1.6,-1.0,0.1
Richard Hamilton,CHI,34,50,1088,10.6,.481,.109,.162,1.7,7.2,4.4,19.9,1.2,0.3,14.2,25.0,-0.6,0.9,0.4,.016,-3.1,-2.4,-5.5,-1.0
Ben Hansbrough,IND,25,28,200,7.2,.501,.511,.600,1.1,8.8,5.0,16.1,1.9,0.7,24.0,17.1,-0.1,0.3,0.2,.044,-4.0,-0.4,-4.4,-0.1
Tyler Hansbrough,IND,27,81,1366,15.3,.527,.007,.737,13.4,17.0,15.2,4.4,1.1,1.0,12.6,20.6,2.1,2.2,4.4,.154,-2.0,-0.8,-2.9,-0.3
James Harden,HOU,23,78,2985,23.0,.600,.364,.592,2.4,11.9,7.2,25.7,2.4,1.0,14.9,29.0,9.8,3.0,12.8,.206,5.4,0.1,5.5,5.7
Maurice Harkless,ORL,19,76,1974,12.5,.504,.207,.227,7.0,12.2,9.6,3.9,2.3,2.4,10.0,15.9,0.7,1.7,2.4,.059,-1.8,0.7,-1.0,0.5
Josh Harrellson,MIA,23,6,31,8.5,.506,.556,.222,12.6,15.0,13.9,0.0,1.7,2.6,23.3,19.9,0.0,0.0,0.0,.002,-5.1,-4.5,-9.6,-0.1
Al Harrington,ORL,32,10,119,10.3,.434,.526,.070,5.7,19.9,12.8,13.7,1.8,0.6,10.6,25.1,-0.1,0.1,0.0,-0.012,-1.7,-2.1,-3.8,-0.1
Devin Harris,ATL,29,58,1421,14.6,.565,.519,.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,1.8,1.5,3.3,.111,0.9,-0.9,-0.1,0.7
Terrel Harris,TOT,25,20,137,-3.8,.239,.296,.370,3.8,19.3,11.4,9.0,0.8,1.8,35.1,16.6,-0.7,0.1,-0.6,-0.219,-11.7,0.0,-11.7,-0.3
Tobias Harris,TOT,20,55,1299,16.0,.527,.211,.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,1.2,1.2,2.4,.089,-0.7,-0.1,-0.8,0.4
Udonis Haslem,MIA,32,75,1414,9.9,.535,.000,.179,9.0,25.3,17.6,3.8,1.1,0.9,14.2,10.7,1.2,2.0,3.2,.108,-2.9,0.0,-2.9,-0.3
Spencer Hawes,PHI,24,82,2233,16.0,.514,.107,.194,8.5,21.7,14.9,13.5,0.6,3.9,13.0,20.9,1.7,2.8,4.5,.096,-1.5,1.5,-0.1,1.1
Chuck Hayes,SAC,29,74,1209,10.7,.469,.005,.253,10.5,18.2,14.2,13.1,1.3,1.2,17.2,9.4,1.1,0.4,1.5,.060,-1.5,0.8,-0.7,0.4
Gordon Hayward,UTA,22,72,2104,16.8,.564,.318,.380,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,4.2,1.2,5.4,.123,2.4,-1.2,1.3,1.7
Lazar Hayward,MIN,26,4,31,11.2,.396,.400,.600,0.0,15.2,7.4,14.2,3.3,0.0,0.0,18.3,0.0,0.0,0.1,.087,-2.5,-0.4,-2.9,0.0
Brendan Haywood,CHA,33,61,1162,8.7,.441,.005,.306,12.0,16.7,14.3,3.9,0.7,3.4,16.9,11.5,-0.2,0.4,0.1,.006,-4.3,-0.3,-4.6,-0.8
Gerald Henderson,CHA,25,68,2133,16.4,.531,.117,.366,2.9,10.8,6.7,15.6,1.7,1.3,9.8,23.5,2.9,0.3,3.3,.073,0.5,-2.1,-1.6,0.2
Xavier Henry,NOH,21,50,625,7.6,.481,.068,.571,3.9,13.4,8.6,3.2,1.4,0.7,13.3,17.3,-0.2,0.2,0.0,.002,-4.6,-2.1,-6.6,-0.7
John Henson,MIL,22,63,827,18.2,.497,.009,.313,14.5,24.4,19.3,6.3,1.2,3.7,11.0,22.6,0.6,1.2,1.9,.109,-2.6,-0.2,-2.9,-0.2
Roy Hibbert,IND,26,79,2269,17.3,.489,.005,.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,.129,-1.9,3.8,1.9,2.2
J.J. Hickson,POR,24,80,2323,19.7,.591,.003,.360,13.2,28.5,20.7,6.6,1.1,1.7,14.4,19.9,4.6,2.3,6.9,.142,-0.2,0.0,-0.3,1.0
Cory Higgins,CHA,23,6,32,12.6,.352,.263,.105,3.5,7.4,5.4,29.8,4.9,0.0,0.0,28.3,0.0,0.0,0.0,-0.022,0.1,-2.7,-2.7,0.0
Nene Hilario,WAS,30,61,1659,17.0,.538,.002,.453,6.7,20.6,13.6,19.0,1.7,1.8,16.3,23.4,1.3,2.7,4.0,.116,-1.1,2.3,1.3,1.4
George Hill,IND,26,76,2620,16.6,.558,.405,.245,2.0,9.9,6.0,23.4,1.6,0.7,10.7,18.8,5.9,3.8,9.7,.177,2.8,0.3,3.1,3.4
Grant Hill*,LAC,40,29,437,4.8,.428,.112,.245,1.7,11.5,6.7,8.3,1.3,1.3,18.7,14.0,-0.5,0.4,-0.1,-0.014,-5.5,0.2,-5.3,-0.4
Jordan Hill,LAL,25,29,458,18.5,.533,.013,.394,20.3,19.7,20.0,4.7,0.9,3.0,12.5,20.2,0.9,0.5,1.4,.147,-0.7,-0.9,-1.6,0.0
Kirk Hinrich,CHI,32,60,1764,10.8,.493,.431,.232,1.0,9.3,5.1,27.5,1.9,1.1,17.5,14.7,1.0,2.1,3.1,.085,-1.1,-0.2,-1.2,0.3
Jrue Holiday,PHI,22,78,2926,16.7,.496,.192,.188,3.3,9.5,6.4,36.5,2.2,0.9,17.3,26.6,0.6,2.7,3.3,.055,1.0,-0.4,0.6,1.9
Justin Holiday,PHI,23,9,142,7.6,.408,.333,.167,0.0,11.5,5.6,16.0,1.1,3.3,14.9,19.6,-0.3,0.1,-0.1,-0.042,-6.0,-0.7,-6.7,-0.2
Ryan Hollins,LAC,28,60,663,11.3,.674,.000,.772,9.1,15.7,12.5,2.4,0.5,4.3,22.4,13.6,1.0,0.8,1.7,.125,-2.2,0.3,-1.9,0.0
Tyler Honeycutt,SAC,22,9,32,1.9,.337,.182,.182,10.5,25.8,18.0,9.1,0.0,2.4,29.6,23.4,-0.2,0.0,-0.1,-0.220,-11.1,-2.1,-13.2,-0.1
Al Horford,ATL,26,74,2756,19.8,.560,.006,.196,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,.153,0.7,2.4,3.1,3.5
Dwight Howard,LAL,27,76,2722,19.4,.573,.007,.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,.134,-1.5,2.8,1.3,2.3
Josh Howard,MIN,32,11,207,9.5,.450,.208,.156,4.8,15.4,9.9,3.2,2.5,1.1,10.8,20.0,-0.2,0.3,0.0,.009,-4.6,-0.6,-5.2,-0.2
Juwan Howard,MIA,39,7,51,9.9,.540,.000,.053,0.0,18.3,9.7,19.8,0.0,0.0,17.1,22.0,0.0,0.0,0.0,.039,-4.7,-3.0,-7.7,-0.1
Kris Humphries,BRK,27,65,1191,13.6,.515,.006,.397,12.4,23.9,18.1,4.3,0.7,2.1,13.5,16.3,1.4,1.3,2.7,.109,-2.5,-0.2,-2.7,-0.2
Serge Ibaka,OKC,23,80,2486,19.4,.612,.073,.246,11.1,17.0,14.2,2.8,0.6,7.4,12.7,18.1,5.3,4.1,9.4,.181,0.2,1.9,2.1,2.6
Andre Iguodala,DEN,29,80,2779,15.2,.520,.327,.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,5.6,.097,1.4,1.8,3.2,3.7
Ersan Ilyasova,MIL,25,73,2012,18.3,.552,.267,.196,7.9,20.3,13.9,9.6,1.7,1.3,7.9,20.5,4.1,2.5,6.7,.159,1.7,0.1,1.8,1.9
Kyrie Irving,CLE,20,59,2048,21.4,.553,.261,.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,.125,4.9,-1.6,3.3,2.8
Royal Ivey,PHI,31,53,698,8.1,.563,.611,.111,2.5,6.8,4.6,6.7,1.7,0.3,11.7,11.3,0.5,0.5,1.0,.066,-1.6,-1.1,-2.6,-0.1
Jarrett Jack,GSW,29,79,2349,15.9,.542,.237,.231,1.0,10.1,5.7,29.9,1.3,0.4,14.3,21.0,3.9,1.8,5.6,.115,1.0,-1.4,-0.4,1.0
Reggie Jackson,OKC,22,70,993,14.2,.531,.320,.191,2.6,15.6,9.6,19.3,1.5,1.0,13.1,18.6,1.2,1.3,2.5,.121,-0.3,-0.6,-0.8,0.3
Stephen Jackson,SAS,34,55,1075,8.0,.473,.515,.212,2.5,13.5,8.3,10.7,1.8,0.9,17.6,18.7,-1.2,1.5,0.3,.013,-3.0,0.6,-2.4,-0.1
Bernard James,DAL,27,46,457,14.7,.541,.019,.398,12.9,18.9,16.0,1.9,1.3,6.5,12.9,13.9,0.5,0.7,1.2,.125,-2.8,1.6,-1.2,0.1
Damion James,BRK,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,-5.5,0.3,-5.2,0.0
LeBron James,MIA,28,76,2877,31.6,.640,.188,.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,.322,9.2,2.4,11.6,9.8
Mike James,DAL,37,45,862,9.5,.481,.461,.107,1.2,8.0,4.7,23.7,1.5,0.3,16.2,17.9,0.0,0.5,0.4,.024,-1.3,-2.2,-3.4,-0.3
Antawn Jamison,LAL,36,76,1636,15.3,.561,.405,.237,7.5,16.6,12.2,5.0,0.9,1.0,7.7,18.7,3.0,1.3,4.3,.126,0.7,-1.8,-1.1,0.4
Al Jefferson,UTA,28,78,2578,20.9,.522,.014,.176,7.0,25.9,16.3,12.0,1.6,2.7,7.3,25.3,4.3,3.3,7.7,.143,0.5,1.0,1.5,2.2
Richard Jefferson,GSW,32,56,568,10.3,.552,.331,.390,1.0,14.9,8.1,8.0,1.3,1.0,12.6,14.4,0.4,0.6,1.0,.081,-2.6,-0.3,-2.9,-0.1
Jared Jeffries,POR,31,38,350,2.4,.343,.037,.426,8.5,11.4,10.0,5.6,0.9,1.3,21.0,10.6,-0.4,0.1,-0.3,-0.042,-6.1,0.0,-6.0,-0.4
Charles Jenkins,TOT,23,59,441,7.5,.425,.017,.182,2.0,6.0,4.0,14.8,1.8,0.4,13.8,15.5,-0.3,0.3,0.0,-0.005,-5.4,-1.4,-6.8,-0.5
John Jenkins,ATL,21,61,902,13.0,.576,.469,.238,2.2,9.6,6.0,9.8,0.7,0.8,11.0,18.7,1.1,0.6,1.7,.091,-0.5,-2.3,-2.8,-0.2
Brandon Jennings,MIL,23,80,2897,16.1,.510,.370,.225,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,3.6,2.2,5.8,.096,2.4,-1.5,0.9,2.1
Jonas Jerebko,DET,25,49,892,15.7,.531,.263,.278,8.6,15.4,11.9,8.1,2.3,0.7,10.6,20.2,1.2,0.8,2.0,.107,0.4,-1.0,-0.6,0.3
Amir Johnson,TOR,25,81,2325,17.3,.591,.021,.309,11.4,20.0,15.6,8.7,1.9,3.8,14.5,16.1,4.4,2.9,7.3,.151,0.8,2.8,3.6,3.3
Chris Johnson,MIN,27,30,284,18.4,.650,.000,.453,7.8,16.6,12.1,4.9,1.3,7.6,12.6,16.2,0.6,0.4,1.0,.176,-1.2,3.1,1.9,0.3
Chris Johnson,MEM,22,8,102,10.7,.560,.720,.080,5.7,7.1,6.4,3.1,2.1,0.0,10.4,13.1,0.1,0.1,0.2,.112,0.4,-0.7,-0.3,0.0
Ivan Johnson,ATL,28,69,1035,15.7,.546,.037,.368,8.5,20.7,14.7,7.4,2.8,1.0,14.7,21.7,0.6,1.7,2.3,.106,-2.7,0.6,-2.1,0.0
James Johnson,SAC,25,54,878,10.2,.442,.074,.237,6.2,12.9,9.5,10.2,2.4,4.5,17.9,19.3,-1.1,0.6,-0.5,-0.028,-4.5,1.5,-3.0,-0.2
Joe Johnson,BRK,31,72,2642,14.1,.521,.375,.153,2.4,7.4,4.9,16.7,1.0,0.4,9.9,21.7,3.9,1.2,5.1,.092,1.9,-1.7,0.3,1.5
Orlando Johnson,IND,23,51,619,11.4,.523,.522,.178,3.7,15.9,9.9,12.5,0.9,1.1,13.0,16.4,0.5,1.0,1.5,.115,-1.2,0.1,-1.2,0.1
Wesley Johnson,PHO,25,50,953,10.3,.485,.391,.088,2.5,12.4,7.3,5.9,1.2,1.4,10.4,21.4,-0.5,0.5,0.0,.000,-2.6,-2.3,-4.9,-0.7
Darius Johnson-Odom,LAL,23,4,6,-6.7,.000,.250,.000,18.9,53.7,36.7,21.7,0.0,0.0,0.0,29.7,-0.1,0.0,-0.1,-0.439,-16.7,-0.9,-17.6,0.0
Dahntay Jones,TOT,32,78,1016,6.4,.482,.221,.509,2.7,8.4,5.6,6.7,1.1,0.5,12.3,14.0,0.0,0.6,0.6,.026,-3.8,-1.2,-5.0,-0.8
DeQuan Jones,ORL,22,63,803,8.4,.485,.161,.234,2.4,12.4,7.4,3.0,1.2,2.1,11.1,15.3,-0.3,0.4,0.1,.007,-5.1,-1.1,-6.1,-0.8
Dominique Jones,DAL,24,29,338,12.4,.438,.083,.486,6.0,8.7,7.4,36.2,2.1,0.5,22.3,23.0,-0.2,0.2,0.0,.001,-2.9,-1.4,-4.2,-0.2
James Jones,MIA,32,38,221,8.1,.478,.869,.066,0.0,11.6,6.1,8.4,0.5,2.2,4.6,14.2,0.1,0.2,0.2,.054,-1.4,-2.3,-3.7,-0.1
Kevin Jones,CLE,23,32,334,11.1,.418,.000,.140,12.6,14.5,13.5,4.8,1.4,1.2,6.6,16.2,0.1,0.2,0.2,.032,-3.4,-1.8,-5.2,-0.3
Perry Jones,OKC,21,38,280,7.8,.417,.020,.152,5.3,19.1,12.7,5.5,0.9,1.6,12.4,19.6,-0.4,0.4,0.0,-0.003,-7.0,-1.6,-8.6,-0.5
Solomon Jones,NYK,28,2,26,-5.7,.000,.000,.000,4.4,9.3,6.8,0.0,0.0,3.3,75.0,7.2,-0.1,0.0,-0.1,-0.172,-11.7,1.2,-10.5,-0.1
Terrence Jones,HOU,21,19,276,17.1,.512,.202,.181,11.6,15.0,13.4,8.6,2.2,5.2,11.4,18.1,0.3,0.4,0.7,.128,-0.5,2.6,2.1,0.3
DeAndre Jordan,LAC,24,82,2010,17.2,.606,.000,.510,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,3.0,3.2,6.2,.148,-0.8,1.1,0.3,1.2
Cory Joseph,SAS,21,28,388,13.5,.528,.191,.191,3.8,11.3,7.7,20.2,2.0,0.7,15.0,16.6,0.4,0.5,0.9,.113,-1.1,0.6,-0.5,0.1
Kris Joseph,TOT,24,10,54,0.6,.257,.214,.571,2.3,12.9,7.7,2.8,3.0,0.0,10.2,17.0,-0.2,0.1,-0.1,-0.127,-9.6,-0.9,-10.5,-0.1
Chris Kaman,DAL,30,66,1363,16.3,.529,.002,.138,8.1,22.1,15.2,6.6,1.1,3.0,13.6,25.3,0.0,1.6,1.6,.058,-3.2,-0.5,-3.7,-0.6
Enes Kanter,UTA,20,70,1078,17.6,.588,.003,.309,14.5,18.6,16.5,5.0,1.4,2.3,19.0,22.4,1.2,1.0,2.3,.101,-0.9,-1.2,-2.1,0.0
Jason Kidd*,NYK,39,76,2043,13.5,.532,.795,.117,2.8,16.2,9.3,17.8,3.3,1.1,15.0,11.6,2.6,2.8,5.4,.128,1.7,2.7,4.4,3.3
Michael Kidd-Gilchrist,CHA,19,78,2025,14.0,.506,.015,.305,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,1.1,1.0,2.1,.051,-2.3,0.1,-2.2,-0.1
Andrei Kirilenko,MIN,31,64,2034,17.6,.590,.214,.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,3.4,2.6,6.0,.142,1.4,2.8,4.2,3.2
Linas Kleiza,TOR,28,20,376,8.2,.460,.458,.264,3.1,13.5,8.2,6.9,0.6,0.4,8.0,21.6,-0.1,0.2,0.1,.013,-2.3,-3.4,-5.7,-0.3
Brandon Knight,DET,21,75,2365,12.0,.511,.372,.256,2.6,9.6,6.0,21.3,1.3,0.3,17.3,22.8,0.3,0.8,1.1,.022,0.0,-2.1,-2.1,-0.1
Kyle Korver,ATL,31,74,2259,13.9,.637,.689,.130,1.2,13.5,7.4,9.9,1.6,1.3,9.9,14.5,4.0,2.5,6.4,.137,2.1,0.5,2.7,2.7
Kosta Koufos,DEN,23,81,1817,17.2,.585,.002,.205,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,3.9,2.5,6.5,.171,0.4,1.1,1.5,1.6
Viacheslav Kravtsov,DET,25,25,224,14.4,.618,.000,.804,12.1,11.0,11.6,6.6,1.2,3.2,18.4,15.5,0.3,0.1,0.4,.086,-0.7,-0.1,-0.9,0.1
Doron Lamb,TOT,21,47,577,4.8,.433,.227,.209,1.5,7.4,4.4,8.2,1.2,0.0,12.7,15.7,-0.6,0.2,-0.4,-0.032,-5.2,-2.3,-7.5,-0.8
Jeremy Lamb,OKC,20,23,147,11.2,.479,.441,.206,4.2,9.4,7.0,5.4,0.7,1.0,7.5,24.8,0.1,0.1,0.2,.058,-2.3,-4.8,-7.1,-0.2
Carl Landry,GSW,29,81,1876,17.5,.605,.005,.453,10.9,17.3,14.2,5.6,0.9,1.3,13.7,20.0,4.3,1.9,6.2,.159,0.0,-0.7,-0.7,0.6
Ty Lawson,DEN,25,73,2513,17.9,.549,.239,.320,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,.141,3.0,-1.5,1.4,2.2
Courtney Lee,BOS,27,78,1941,11.7,.545,.294,.136,1.9,9.4,5.8,11.7,2.4,0.9,13.0,15.7,0.9,2.4,3.3,.082,-1.1,0.8,-0.3,0.8
David Lee,GSW,29,79,2907,19.2,.561,.003,.276,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,5.4,3.7,9.1,.150,1.1,1.5,2.5,3.3
Malcolm Lee,MIN,22,16,289,9.8,.460,.316,.263,5.8,9.8,7.7,10.7,2.1,1.6,10.5,14.7,0.1,0.3,0.4,.059,-1.8,0.9,-0.9,0.1
Kawhi Leonard,SAS,21,58,1810,16.4,.592,.331,.240,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,3.0,3.3,6.2,.166,1.4,2.5,3.9,2.7
Meyers Leonard,POR,20,69,1206,12.1,.596,.025,.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,1.8,0.7,2.4,.097,-2.2,-0.5,-2.6,-0.2
Jon Leuer,TOT,23,28,187,10.4,.485,.058,.250,7.9,15.5,11.6,6.8,1.7,0.0,12.2,15.9,0.0,0.2,0.2,.057,-3.3,-1.1,-4.4,-0.1
Rashard Lewis,MIA,33,55,792,11.1,.530,.526,.181,3.1,15.0,9.4,5.7,1.4,1.4,10.9,18.2,0.3,0.9,1.2,.071,-1.5,-1.7,-3.2,-0.2
DeAndre Liggins,OKC,24,39,290,9.4,.528,.404,.383,5.5,14.7,10.5,7.2,3.2,0.8,20.3,10.8,0.1,0.5,0.6,.092,-1.6,1.5,-0.1,0.1
Damian Lillard,POR,22,82,3167,16.4,.546,.391,.249,1.5,8.0,4.7,28.8,1.2,0.5,14.5,24.2,5.1,0.7,5.8,.088,2.7,-2.4,0.3,1.9
Jeremy Lin,HOU,24,82,2640,14.9,.538,.287,.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,3.0,2.5,5.4,.099,0.4,-0.1,0.3,1.5
Shaun Livingston,TOT,27,66,1455,13.0,.536,.012,.283,2.4,10.4,6.2,23.2,1.7,1.7,16.3,14.3,1.7,0.9,2.6,.086,-1.7,-0.1,-1.8,0.1
Brook Lopez,BRK,24,74,2253,24.7,.567,.001,.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9.0,.191,1.4,0.0,1.4,1.9
Robin Lopez,NOH,24,82,2136,18.9,.573,.000,.288,12.4,13.4,12.9,5.3,0.8,5.0,12.0,20.0,4.4,1.2,5.6,.126,0.8,0.3,1.1,1.7
Kevin Love,MIN,24,18,618,17.9,.458,.309,.477,11.5,35.9,23.3,11.8,1.1,1.1,9.8,28.9,0.1,0.9,1.1,.084,-0.8,-0.3,-1.1,0.1
Kyle Lowry,TOR,26,68,2020,17.5,.543,.448,.384,3.2,15.9,9.5,34.6,2.5,1.0,17.7,20.3,3.5,2.1,5.6,.133,3.0,0.7,3.7,2.9
John Lucas III,TOR,30,63,827,12.8,.483,.452,.075,1.1,8.3,4.7,21.5,1.5,0.1,7.0,20.8,0.7,0.3,1.1,.061,0.4,-3.3,-2.9,-0.2
Scott Machado,HOU,22,6,21,6.0,.581,.167,.333,0.0,5.3,2.7,44.2,4.8,0.0,53.8,31.0,-0.1,0.0,-0.1,-0.230,-12.2,-2.9,-15.1,-0.1
Shelvin Mack,TOT,22,31,416,11.3,.537,.389,.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,0.1,0.4,0.5,.056,-2.1,-1.8,-3.9,-0.2
Corey Maggette,DET,33,18,257,7.9,.489,.276,.632,2.2,9.1,5.6,11.4,1.2,0.6,14.9,20.2,0.0,0.1,0.1,.017,-3.2,-2.7,-5.9,-0.3
Ian Mahinmi,IND,26,80,1322,10.6,.497,.006,.520,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,.083,-4.7,2.0,-2.7,-0.2
Shawn Marion,DAL,34,67,2010,18.0,.553,.106,.146,8.2,20.6,14.5,13.1,1.9,1.8,12.3,19.0,2.9,2.5,5.3,.127,0.9,1.9,2.8,2.4
Kendall Marshall,PHO,21,48,702,7.8,.455,.483,.093,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,-0.4,0.2,-0.2,-0.012,-4.1,-3.2,-7.3,-0.9
Cartier Martin,WAS,28,41,694,9.7,.511,.579,.111,1.7,14.3,8.0,4.8,1.4,0.7,10.8,19.5,-0.2,0.9,0.7,.047,-2.2,-1.4,-3.6,-0.3
Kenyon Martin,NYK,35,18,431,13.9,.583,.000,.430,8.9,17.1,12.9,2.9,2.0,3.4,12.6,13.7,0.6,0.6,1.2,.128,-1.2,1.8,0.5,0.3
Kevin Martin,OKC,29,77,2136,16.0,.608,.477,.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21.0,5.0,2.0,7.0,.157,2.7,-2.3,0.5,1.3
Roger Mason,NOH,32,69,1219,10.0,.570,.521,.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,.057,-0.3,-1.4,-1.7,0.1
Wesley Matthews,POR,26,69,2403,14.1,.574,.526,.231,1.7,7.6,4.6,11.8,2.0,0.6,10.9,19.1,3.6,1.0,4.7,.093,2.3,-1.1,1.2,2.0
Jason Maxiell,DET,29,72,1789,11.3,.478,.000,.317,8.5,18.0,13.2,4.7,0.9,4.2,13.5,15.3,0.1,1.7,1.8,.047,-3.7,1.1,-2.6,-0.3
Eric Maynor,TOT,25,64,963,9.3,.472,.342,.221,1.1,4.4,2.8,28.7,1.2,0.1,20.4,18.4,-0.1,0.3,0.2,.008,-3.0,-4.4,-7.4,-1.3
O.J. Mayo,DAL,25,82,2913,13.9,.556,.340,.227,1.4,9.6,5.6,19.4,1.6,0.6,15.7,20.9,2.3,1.8,4.2,.069,1.1,-0.7,0.4,1.7
Luc Mbah a Moute,MIL,26,58,1326,9.1,.447,.098,.334,7.0,14.0,10.4,6.1,1.6,0.8,13.9,16.5,-0.8,1.2,0.5,.017,-4.0,0.0,-4.1,-0.7
